d1,d2,d3,d4,d5
-977517,-396053,-339870,-1037441,-146743
85604,-197464,-403975,-839468,-227914
-661022,407260,104923,-801794,519262
497439,-347273,-628774,332832,403966
618566,-703663,783174,-1036040,-972559
165514,-985616,827254,-798015,595874
-920847,972915,-666252,-312821,-392556
-815456,-448657,549906,-428582,478718
713800,399377,-964127,-788142,-812546
-111910,-626222,-20852,689316,-144739
-690673,415560,-1031692,902030,537563
942401,-673623,-999153,186384,-860103
-202504,-288060,769171,637079,-898202
274885,-743819,60415,239129,1033042
899747,-812370,435441,-873639,-296191
574064,745981,646373,-473491,-175283
890663,-391001,-888433,307516,-353833
540694,151198,-74263,-303751,572262
454605,617842,748442,770041,-623003
-365014,134541,-831669,869225,-685981
-834742,-881921,-974437,-662971,-708151
944828,514478,470636,-241352,805148
-803543,-640407,-1030447,-482587,158502
-589975,592050,-520322,703671,18611
-914619,-316737,-976055,-564099,588079
146759,518080,109778,487958,128109
903847,-710357,-506473,-407959,559916
-6962,-27830,317484,-111082,849201
-486548,-849434,958249,733568,-168207
-507173,959048,20171,-814805,330858
898008,-794292,380624,-571565,-86762
-728871,483052,-178319,-923714,-434231
-832761,208898,-1007215,-985246,-794766
-760129,33363,703920,898815,260614
823267,756548,-8432,-423654,-502599
95459,-242324,-351275,-646008,-394019
905312,582447,919309,687965,341228
309350,-755374,-355228,207582,-756201
916461,-347694,553250,64134,-332123
-184466,-150897,-871369,-684801,583646
831609,765740,833754,-296996,-90468
889611,440280,-728110,-855133,-225741
506476,-751331,-127376,291101,-445025
57723,442868,693732,-752080,37012
-464328,-150666,-154910,284937,-649055
113513,150111,768125,719096,-75738
-269811,-883208,653999,603889,348837
-429394,239739,548836,-165691,111137
-135757,-243607,-404975,517368,-479710
-454373,844526,496093,-101050,-415915
746562,1033688,-685012,128050,909227
60970,-144959,351531,-57795,-341017
737502,-546358,458958,-383619,725357
876058,963601,-660918,625851,103785
-20383,-867146,-924304,326319,-846520
144,-88371,743315,175687,-565093
-991013,532872,40496,-97260,351054
682518,-336019,266025,-959021,-324277
711297,-1441,-1000355,-571548,-64214
-168226,791187,-151374,-702195,-828794
864200,-856278,-492440,754569,325326
-899827,355557,448647,319535,782559
-955015,-969173,115249,97586,461808
-395857,-212922,-488959,394134,-975552
546723,-159991,309350,-6609,-602292
552079,854170,-323994,323835,-512881
386821,583933,-209121,422246,-102363
620222,503217,695186,-991157,99160
359366,-344540,1044825,-251848,-842178
-322046,-892427,201773,-354524,982825
-781946,-519004,276608,-118166,-17888
-933199,-850632,-786334,512749,111824
-199669,-606135,635332,669759,-591456
33251,382451,-48308,863160,869329
136403,267306,530461,-644705,408537
356743,641201,-285197,-167112,-386657
97502,258311,-763289,692856,315014
969764,543465,971362,505843,462629
-143784,325278,-163014,1021341,-284624
-179806,70976,521346,-1002644,233357
739345,18221,-374606,-897603,-107315
399373,496707,56595,-407639,321268
-700832,-83377,422562,338164,579980
151046,-363568,160004,-547067,-171696
161887,512019,-751303,622136,528721
377325,-500955,-495003,-790328,-623815
664783,-660420,160725,416972,9362
38106,-663645,-160270,-262525,-564775
-1026962,589059,768854,687965,-71513
-121190,-235838,397934,-49676,590043
-25133,-970164,343122,-878588,962618
185033,22576,-584907,861449,284373
830184,908883,-822437,612267,-286534
-719623,-970513,-56638,-946007,-97579
-624929,27788,662507,208520,31119
19524,-89731,759343,-383020,683707
-647584,775958,466530,-658783,-891367
-396732,582995,628444,150119,-937338
-816470,-998651,1017489,-920076,156931
-730668,-956402,78884,642225,669060
763368,1011527,-214401,-5388,-507058
-587268,725835,1001986,-462407,511045
431051,247343,-809430,-40978,399266
-502453,-136003,483294,-770661,30795
693587,892991,-617480,1036851,-359124
-93234,865044,728024,-403685,-573973
633090,258487,219800,-957519,-1027050
837752,-826354,805516,803670,606018
797498,-533620,755723,-962986,536597
-534124,-139178,-222550,-102728,952159
116340,-211353,670455,691630,-848122
-649631,517041,326509,-896220,665456
-383682,-779532,577648,156401,-5656
-765531,405807,-451947,528780,346022
-464974,-848736,-814751,593424,-730918
-822592,-410902,-395718,886877,381512
-893279,302699,352825,292688,694967
321188,362068,978865,-936613,-602408
-756172,-382759,501913,604840,282903
177873,428138,900593,-801206,-866866
170268,-578004,1033868,-379638,713467
-540717,911960,-31304,-824407,-885229
706321,-89324,-863812,-886674,300061
-843219,568814,-454624,-963362,261072
448555,-883838,431688,-80643,-99202
-439136,-762776,-447898,-588286,981118
-773798,588766,-771238,-136709,-827457
885893,217057,-463727,-42410,764775
687447,-577972,-994703,736322,-231364
-946697,882589,73761,-292456,725650
-24763,68918,550009,519856,-811117
974603,-500459,672917,336748,560349
824816,-5170,356454,231169,374701
-1025206,-887338,561448,580710,-208429
109849,-852270,-540334,1044102,-969940
913099,-913137,-256144,635579,-116428
231532,344746,-153244,-1003427,-485580
997647,-885695,422067,808621,-203425
-581056,147676,-679578,-735491,-610820
-6478,145822,-65250,-53409,-801089
-773538,-364755,59747,-249252,-443513
-18626,779567,223196,204761,-589506
225335,77900,-668523,536092,11119
-521074,444537,173520,286979,-217709
963923,-939750,-1048508,-481659,-441910
-1783,188599,-1000577,916872,95097
-100430,400952,-617444,299688,-29915
714097,-308200,-431263,-381404,-428410
583979,662485,944035,395817,-703304
-497151,9145,593147,218666,-180058
444335,497349,-872042,-737112,-252447
700301,720651,-1041935,-142448,-84957
-991697,-985219,-617633,715158,-128394
-954801,-305731,372746,526806,-915041
142214,896035,957507,-251845,666871
-364162,-793350,-732367,-879296,-331173
-470244,83570,-442072,-859849,944644
-406862,613579,256002,-968582,-265270
122683,619143,-708431,986789,-510813
638678,-767926,-491239,607648,369718
-256418,312768,290137,-566383,435694
583575,674703,853135,554916,-1041176
-540056,-335374,447053,189202,-213154
949166,-140151,-5503,-236879,782022
-980025,500823,-38694,-489368,-566197
966951,-319934,-263874,248279,-686445
-437130,-496699,-269607,815005,1037169
248168,-967913,773109,-600163,11230
-896634,-170959,965204,823341,748676
68134,-344015,181901,-17623,232699
-926926,-641409,975715,999823,-249784
-796801,925349,392953,306300,725632
58339,1021190,507138,147445,1017348
-604458,-784753,-28171,680091,-161480
-531602,972727,-1039384,85293,-190346
611143,772723,-355492,-359287,1036232
-753561,-622351,163491,-430626,-394585
360451,-403191,357624,738229,-439266
496692,436268,-104986,-936040,430763
521243,643656,-436481,607999,-714555
29130,396076,-235684,-1031187,-611184
-424857,83073,-1011833,-1018961,773193
-757734,-765660,913524,-5572,919251
373408,470305,-137803,-867294,-50738
-877229,-879224,-718783,810891,628535
-104433,592880,784182,-233964,857467
-382268,783032,63852,630410,719412
-368287,766864,-287054,607303,-47883
-64882,-570229,-636783,-435510,891492
-482915,94686,438002,-480017,-916888
540584,841977,610102,387681,-502057
540808,1027974,-218950,-569933,439489
-744675,-257843,-88048,-383112,409918
881747,424909,238087,435963,-267422
-444067,403711,280738,657489,635513
-125669,-428499,741466,-799896,261452
627067,-435278,815813,-182040,841279
212941,-899141,-939955,785813,729824
-182200,-446583,-296521,458812,-1016964
505911,1029546,462882,-725081,-1022991
-1027812,-416328,963867,1019122,-126278
-571512,-515531,-339146,-316258,365770
-280290,559857,1019539,32110,-329496
-512180,-331491,-355560,468048,-616869
-117265,-249930,1019564,-967809,-391223
-370533,139768,958016,163744,1017924
628777,-662303,-756208,-444076,-431646
-359385,-957233,-512187,-566645,903570
-258858,-512408,171641,527145,-312811
-353594,231956,688485,-823679,1024080
1004174,97767,596213,342494,-567072
556828,778770,-129065,-328450,-91875
425990,1042612,968339,-903317,-1014340
-895558,222586,-729205,498985,-541787
-927548,-727462,698671,-178355,-792446
392706,384614,859341,-437213,288634
13079,-462541,26924,418789,-624607
-984543,-175667,187838,676548,-722197
384290,-79670,-663286,651546,80691
-937151,-378130,-334091,1016876,-351021
-135374,-643366,-368537,-344956,630761
-675958,435489,751961,211119,-133738
-280855,-58645,472538,877777,-217549
-545779,285810,131151,-733099,-104869
-907653,-666933,778822,-14353,890461
-843522,-17958,-604773,-952386,-740707
381228,995752,-416178,-125193,700638
-945123,622048,601862,702605,483623
62886,701617,-372304,-309380,729667
812862,-357265,-441424,-971053,479870
-269902,-871266,-546468,155837,203675
-987813,-527043,770331,-899478,-781312
678,938683,-40321,-34843,-285799
47370,777992,-1001495,790287,172728
768496,-446233,-431510,-613639,992705
-755480,363411,-27582,-225017,316898
630167,-701303,999177,-120060,-112802
751825,-672636,-1022604,-372469,-225446
-893691,876249,-778126,533415,-948935
-606820,-840093,920939,561384,46217
340446,-999637,-13236,-1002706,635049
311222,812120,-158896,102285,752156
381884,272194,459976,-201498,447043
-412614,-272163,549237,476337,279450
599904,868620,-711531,60822,-661223
695316,-399823,995074,705546,411086
748983,379441,-1048223,-458875,342835
372242,-450570,684696,421937,702247
-947198,657082,-430105,821566,988560
-810248,373688,274384,344935,-374626
429212,17316,363331,461080,687059
-525219,-504966,-232060,-766717,699444
628477,1023272,655851,365917,-822242
-1008349,-29415,856428,-547835,337424
-354525,698196,-999621,-866574,-903456
496001,-237883,1032147,-375206,-7289
-343620,-237622,230293,-144851,-744863
606542,964258,950612,881142,563841
-310411,1031044,-667798,45616,-876439
779609,-122658,76297,825719,508766
-826051,601500,-37130,-273977,321023
238959,-196589,-156608,324436,151090
287137,38418,-163632,-527867,759364
-672174,986215,961100,772882,612009
176001,236016,-545570,400135,-777289
-165384,-923791,-651725,665654,778838
437852,278216,954918,-433987,-1006541
836635,240356,-66194,553970,653718
619059,-579506,-876266,-187172,-110149
-731309,441811,840109,6615,280073
206582,-91941,840059,-1026352,-917970
-802986,-809845,868304,561382,867
499302,-624475,1026680,56365,-73029
242842,-481987,137570,-873794,52813
-667509,-160094,-257246,607471,777956
-890307,-211421,-275601,-828499,344420
-548460,-170586,550676,-25629,257564
641818,-501972,360783,586367,892314
319878,-837031,536845,754502,637645
858816,768953,-35432,824197,322187
-666560,-414623,946547,661878,-544063
-857106,-804051,-604356,416221,-136391
-1013097,89723,18622,-310987,506176
-865964,-301980,-858965,-571088,-958788
796354,-135631,380460,638523,171807
265229,-110717,272226,561586,482839
-767613,-417099,-862937,729320,-373767
-840618,327288,325647,599247,-540191
862086,778880,-627680,849159,-721700
16903,446167,-952505,122137,280039
-252817,-524917,-663544,-762424,529174
-67022,-935937,8848,-938160,-745497
1025795,426323,26329,-1016918,220626
576750,210471,157980,-634206,715621
19808,530156,490335,604269,20768
-381721,-115610,-945129,235373,821312
974973,960515,314723,106031,965278
-947887,-213842,742058,13611,939904
-929965,-966824,-408675,-851863,177668
-1021878,670132,884045,83008,543767
-989542,87733,-116247,344063,991536
608352,-124854,-676611,-280258,362322
702085,859329,-771186,184451,693825
-400490,546183,-817750,-527332,238636
-779764,215610,1047358,-149059,928089
544613,-638234,858406,-355867,-175173
-469745,910394,-453565,172781,758878
-626689,174808,-155934,823259,-1014139
438262,-876999,1017713,-636237,-637434
656258,134119,80238,974348,173910
-451939,-532290,558372,799642,-848196
798852,-13163,844297,399943,525784
289717,-669491,56073,-331013,-236482
-189155,-563471,-572538,-526810,837870
741761,187061,341937,647434,-208989
-649743,507177,925532,-405906,-964427
-547695,-88627,-1023155,907214,-268692
85048,782161,337855,-58876,753452
-269516,565585,-223626,325436,344637
-808333,81383,89087,436609,-171736
855663,697266,236173,418822,-307478
-818739,-408402,-985777,-628269,155647
-95648,-620884,-966370,-945048,129924
-143948,-869978,658137,877124,412774
-176357,725695,816469,923667,601075
259531,-594645,13341,-4340,-838857
949071,-878417,678910,-409506,-715035
141848,25713,-492828,629115,-189619
742070,-256864,742004,-576166,376295
224685,462465,-529478,-354139,1008796
-797032,-92734,1039402,732072,-530677
775573,-50125,213162,-308991,-954335
-345299,-1029281,400566,50072,82480
-840181,-385949,15059,852852,688716
109827,858433,475205,604602,-95252
396956,-928485,-423035,-535992,943196
265865,672351,-792261,420093,-99512
629985,1026223,-529321,-279929,773520
608400,-147119,-894755,-427889,-996369
8432,964902,-492479,-863017,274573
-124804,-406299,594264,-97167,297386
-894637,-670277,539435,-435408,1007327
1029267,181432,-167573,248999,482265
632015,-333155,46021,1006834,-129871
973848,953164,782836,-1015583,654810
-348067,181283,670097,314621,891461
1043071,1000877,-540443,-40739,870126
122519,-709049,-446722,523926,842869
-1015789,-982144,819074,-406720,83442
144364,39316,-964922,-728680,560662
-205933,-83536,585598,-430868,-529485
392246,-462675,-353200,-770577,288266
-150681,-831290,1000667,-408432,852083
-259577,-584599,-870230,965381,-418765
-199374,845785,-457439,837026,134814
-374536,-531785,711456,-886457,492212
-241674,-336129,655418,16920,-216829
52373,-547227,275416,-53217,496784
110766,408442,-58115,-403824,241582
-373687,674071,-1014178,372286,-367784
343245,-256226,266583,-261262,782757
-940757,-829578,50748,-577750,-887004
-110064,409732,345659,201806,12681
71422,-932657,793026,-120124,-454481
927316,372815,809872,324474,-1031629
-13867,30516,800284,618896,323882
-143457,787296,172524,938470,-722993
-286957,-968503,-536075,-858290,-563118
17163,864601,161536,-757385,-176819
-284702,301105,-107611,-1041237,-971504
698522,-465922,-726099,874569,-862819
370356,-515988,-888056,-946212,96916
-249641,-420393,-820343,274094,-715051
58233,-23696,-75462,-833637,-311342
-593572,662943,-131509,-222328,505118
736914,-292330,386573,928033,-359447
-803775,-483149,-396928,715045,-637313
-293000,96239,834880,667006,408891
-535290,-916315,-29260,-260675,627731
649035,438932,-757912,241999,-213867
-989619,167797,989328,-222163,246456
456053,-949316,-492510,-305228,1037159
281771,-98438,-999236,-503095,635104
17864,623500,-385144,-785473,-749743
-8769,-643351,-711954,-859393,-180210
763708,295505,693900,-36987,452881
-435279,-37704,-71143,-220514,-632430
17644,-219666,-528244,486611,-479607
629648,894887,476775,-698393,-256337
-19401,209744,-524769,866026,-756175
438369,402435,-836689,-340900,463884
262930,-348410,-941506,-510532,817706
-507097,-149323,1019110,847131,-327391
715203,621554,551509,432533,943006
612462,112530,-531161,441785,779847
769046,1004222,678453,-6155,121053
98330,-706028,-931556,-230730,954407
52504,-455157,982381,-587147,-831055
-1028184,215822,-536629,-576700,265371
320627,925307,-73888,-136522,-330448
376023,-96310,701701,763448,-83131
-764822,-767128,-845010,756472,-811078
-833420,1028439,1034339,-771264,-537924
186719,505465,118921,-814489,-990638
-227333,826072,743274,540663,106075
-1034066,-341080,-781707,-791961,966361
-763253,449806,-495081,787178,489512
513677,-974169,-964106,371900,-398960
907666,-456962,-210807,-920662,122856
-906768,-751741,-51676,-644232,-110889
512039,-559581,-539461,-844083,-240058
-271021,-751617,578930,576032,-162195
561568,-572619,-618814,223405,-631286
52301,-100745,218801,-995940,-348176
-982520,-455664,-839610,-494860,950330
680953,-594217,-246011,637975,709333
-393559,491594,-220149,822902,513179
-467544,-25458,-60922,-16639,430642
-149519,-203422,-353792,-335102,66297
-225093,215802,-913018,67885,670417
996997,-252012,350580,-521901,622765
-793044,433661,-663959,849352,-36174
856564,-915330,-1003342,940885,-860586
929854,653513,-523310,-473949,578495
-971736,701164,-323418,196129,-235096
-204855,64629,-594007,-462610,-517206
11461,1030453,-407047,160701,-610563
-127634,-949655,-136220,-79949,571315
-951257,973817,110545,629812,-541567
-356826,-187891,-105196,908491,-323193
798912,-757977,-751765,378920,645665
-471156,-159621,-40676,223286,-393965
585946,867386,159167,500123,976558
-677893,-783467,-131128,1028120,-553571
-40349,-1043059,645554,-504514,643835
-586058,-432869,-60359,-405462,441197
-893652,534359,-661160,-259628,-221482
-356566,-418946,-961167,977813,648921
-526506,-5589,383881,-275184,743080
277746,942635,598850,280717,-976697
-29240,-740926,693124,694680,-997193
-683110,656326,-825343,-333666,-1032069
939154,-869443,-249770,-827330,957686
897082,505830,696591,408291,291950
-421241,-52626,148453,616967,11996
-1008141,-976702,-761049,-59951,-580517
1030737,-958033,28661,-53166,912594
-33806,-1040302,-426896,885362,251888
-906573,766074,36278,-410401,668278
-950622,-796410,473341,-536394,697650
-946289,-678436,-702838,-487781,-186930
-237119,-270510,-891201,1008346,-464331
665877,-69248,993094,-29733,-619592
202956,-482459,968648,339922,277297
1024760,994534,-122053,1038650,967325
505977,403588,-1021880,-954965,756653
808168,-387356,634454,-713329,-443172
-550229,-876644,776517,-189506,761780
-509562,134575,687923,-249686,-751825
-585231,265607,-334101,-132609,-187259
-161020,-739754,-73783,-846927,1005903
-309522,13175,-683868,-941198,668671
-12697,-379290,-245021,-811187,-966103
402361,-961911,103547,323240,129262
-851253,886609,-527450,-869692,535016
-581203,74622,-314786,-366433,-1017357
611923,182266,538314,-305725,-951098
744383,66290,-636791,4602,407388
-870514,922762,822919,-642993,146190
732892,-700567,983117,747385,-823719
395845,-327159,-194879,694333,575248
99747,334988,-741330,497496,-488436
556786,502452,-225688,436382,491954
-75793,1001740,964192,-7807,167893
-272874,-128608,-637736,-636178,-73666
267385,107910,-625185,-995835,1024798
-875509,-64410,637866,-723797,844702
-841223,384521,-53684,-454851,260355
542186,357798,-417708,-470387,-71996
671941,-355663,924246,-844989,-1042062
50745,827548,157683,-363044,-1032301
1013815,841493,781258,664716,365504
651094,-345768,679134,-732259,-24011
581371,791384,396945,-995670,-890808
-951966,-127404,796805,914831,-1013527
176687,973015,524405,950235,-398325
-764778,240233,640744,-432114,619094
-270513,-224571,-215475,-939173,437633
-241234,-743449,208048,39724,-530558
835840,-19056,-387578,-770033,777243
230832,466295,-892081,456029,-621828
-653821,-182556,-571536,226088,-96469
961978,-933582,-29299,6082,154931
486245,870308,-555137,905929,-926284
-175632,614242,130112,995640,232188
908063,-665238,-542189,1028409,-523759
905,-877124,753421,-401752,565706
-370313,-138201,-894665,-634643,-939674
363060,819554,1047526,723574,-266322
-233117,-22718,525282,-875880,42614
26852,-480796,-980058,421093,-667369
-777916,781543,971551,-914585,997602
399517,83242,-340635,-807313,-775012
779626,-421818,-98527,-484,-747070
1018822,-949866,-333062,725787,-15004
-439735,-188948,852877,168106,66112
-702018,-220440,-749199,-87194,-423924
-92469,-625428,-6295,-883324,494974
-300442,756068,-753635,-243482,-582286
-684018,-489533,548397,352288,-168213
-671697,-162726,-311324,-30664,136451
451904,-420928,1043773,900782,-664757
-612959,-774198,-23866,190604,241645
-871185,-480556,-210346,314022,236141
-535546,588576,-520632,-588042,860331
-689826,-952497,569789,851584,530590
806493,887225,389141,-57051,-749413
797400,358442,180803,744909,-844891
921393,229071,-866810,-257834,820414
-66021,-652171,555408,683195,586569
157090,947514,351846,488654,-940198
-646784,412403,473501,-400503,-280585
-921919,970047,691142,-589066,-970824
530815,-405495,361346,712755,-714804
-836723,-839115,411576,-147266,840338
39208,752271,-700661,-122757,29686
847909,-445005,-473926,-832870,769321
30927,354167,777277,-674563,-541917
702794,-566871,-367006,-198467,-44138
782740,13438,-214576,858999,945679
-497271,175597,-930546,-578674,932490
1042210,213890,308165,-352228,893636
150809,353667,1037910,839145,-111848
-890252,415994,-559004,-949254,74099
99075,-427699,58815,998576,-2227
210319,337356,-966245,-490425,-1046693
-762178,566470,-2119,-991699,456797
268533,1025650,631006,24389,-477341
171271,566085,-309776,71152,860250
-268410,296897,-114470,1021841,-429353
-859273,-32044,425158,499600,375791
-339947,-810273,567515,526051,-922567
311200,732168,693165,-856149,-358832
8824,-1045026,-722570,969086,26178
-495269,-582043,658521,-164231,991561
-317454,-14052,-544988,-1001233,542602
673169,1039568,747252,-21969,-479013
556667,537452,-882184,468122,-585315
654140,-753210,-5342,-76711,-570554
-998413,518379,329507,833304,493883
-960953,-561734,167991,861590,66256
613336,323631,316042,-79714,158610
532831,-1037554,-362254,-845137,-269698
222236,-718967,-728952,-414307,-912127
-23171,-947898,413297,291961,436652
-1000514,916098,340858,-772399,378521
-581539,777826,-637032,1015224,-1025693
302479,682460,-620088,265409,-34402
690421,826610,-55060,-448700,-862457
-403825,326132,507066,603252,-853643
-470883,-137390,-704718,-807959,-670166
580094,-15315,595412,215181,-980880
-360191,-831941,860440,-692692,979301
-38725,-226975,-691708,-504885,309273
769643,261398,-319707,882709,-514711
-951609,-787290,763786,-649298,776101
612164,-135798,-624322,-541085,-486671
964759,658663,223806,-780642,596681
785064,178040,-846241,-527272,-886896
-683846,712422,1002334,-972328,132357
-889188,471286,628544,-1038493,311990
901323,-407977,-647126,-929612,704180
741598,-490597,-33434,-397693,386446
-907040,326411,437715,913307,-707653
-522901,-984973,-259051,723207,867586
-356808,-282625,-964014,-700826,-758226
463575,-481754,-823184,530245,996743
784753,-880989,885920,-905117,-819617
696593,-778993,-216457,-664791,985978
-826506,-434062,-717800,-874793,391618
98229,173994,493031,64940,269470
442041,28447,-440275,339749,-768192
978926,-717236,197137,-332607,-202163
-259628,-578372,991741,-645126,816993
22813,941472,299464,-410606,-769432
441270,599164,-967339,880243,735016
487049,-865788,-736143,-823145,-1009695
-377099,870364,-548501,340590,-94268
183847,-851776,-230094,-883211,-15914
-985159,357388,175835,84505,111699
-560662,704341,734775,-414169,501011
-303310,-766842,-195934,989950,-217805
276763,-448939,670982,-542317,873331
-860856,631292,368460,-814534,-977367
-726664,465219,543430,-906109,-116428
-631225,-381083,-945659,580021,-399433
979913,-596191,393394,-629466,-941593
745906,-879927,-185765,992990,641416
-397791,765212,233531,937828,412849
-844906,-952452,485171,-1008232,616816
33201,-24653,165967,-731070,915238
950839,-15455,620308,335639,-353441
-196652,484397,-620076,447057,-1020528
-389202,-759783,-968036,-295605,148937
645824,-239283,26678,879007,883787
220897,1019358,162866,-562644,71860
182297,-44665,-713279,457270,535427
-460595,-194886,14100,-586107,970353
-112490,-843789,-134064,800834,-114797
522700,-318982,-853158,-695387,75570
-667994,-254381,165785,447981,-658328
-358489,743891,253715,-279802,838955
884517,692157,360353,-540711,-793502
-877548,503407,-949055,-288831,-751743
-535428,-290393,681178,-649151,356049
-847365,-685667,202778,145760,-933779
542476,-601207,975759,23147,-325554
840273,-167875,-68370,132727,-522130
-44884,-987755,987536,-417134,415309
94226,991611,896925,916521,-788340
438784,132956,-505592,-459130,-659092
-451626,550105,588757,-564613,727181
-403677,-399435,867341,518031,101015
-712250,-578246,561197,447972,-676789
-853555,-698764,-136593,-262430,-675817
-420516,-736987,282236,1000033,307537
-969915,103960,-784131,-495926,-686296
-913904,716995,733004,-78904,625788
-698055,-559193,248454,-99753,57308
-93799,169605,-481432,-649316,12316
-158920,-234536,-393668,1022618,-981933
577680,-686544,-723530,-426549,-143737
-193320,279910,680863,-772911,-783796
-364251,-280972,-675557,-552128,590648
521380,415428,569009,666249,1012224
-241523,-747495,782500,-17959,556391
20259,151504,-409442,-1022147,901129
145,-850593,-444246,-420979,859345
-113886,-345963,565817,-667321,73699
-4203,-206921,-896615,-378235,780930
-176597,652081,-379581,883454,738196
995628,812000,195971,-478161,173634
988729,448968,307524,-452326,670301
417979,-115220,110743,1033464,-46
635345,162257,-406062,82419,17111
398954,-80397,712864,-93849,693310
705376,781712,869979,-19542,-101024
-500351,535945,672664,-257285,-891210
584166,1003363,102136,676079,193920
917443,-399450,-462210,-149520,300487
-95550,-512693,-665269,-55225,237809
203817,-732363,-390288,-127073,-761897
284137,876904,635050,864675,24801
929879,782888,-484918,557337,-963118
275740,-71504,775140,-599381,464919
265289,391605,-34263,-525436,-1005216
570308,-715164,905454,-907872,566728
-61925,448940,-734130,-871308,286674
-911159,-887384,-631106,622898,-656853
-997509,-646910,6482,-261594,-338994
-814558,-750970,852026,-569382,889441
-740014,-1020659,724730,555937,-818304
-534876,838260,-418170,125813,772302
-656589,926843,-852173,206292,-674393
-660731,-5643,-964182,-664444,71625
86295,-574417,-105021,108044,353836
-959092,-336817,-527075,-178111,-901407
407696,-1046685,928243,-886556,202083
77552,280732,853500,-1046552,-124001
100724,-185890,-38387,-551999,357567
-922509,623782,-883616,12279,776876
760487,-531546,-237931,-770037,-1048460
-255356,-849593,-957370,-769829,376863
-140754,790052,-100436,105248,-419219
-996788,-401753,482472,768393,452580
128677,-322681,366313,-350948,-85174
-167858,920615,775243,-536155,989999
-953634,-152024,568052,-983000,-166702
527845,470855,674266,877481,-270276
-919760,751744,-1033972,-642482,256529
882112,-911000,952288,404793,-437550
867697,-300993,-108603,-2718,-1036299
973621,299506,157306,335206,-1012357
-584941,-32057,745693,122836,-18531
-125548,-718591,1022167,662681,122332
150023,283315,836286,-209498,42325
-889397,107316,-46770,67966,-4880
-1017011,-1045386,876944,548527,143282
-168066,9777,506831,131467,-409342
836943,214354,748712,985093,-545160
-793348,143721,921121,-315895,105262
-333194,158786,-1036635,-577145,826527
-434163,939587,712092,526713,55487
684781,-1011717,-233279,553776,808221
-245732,-1040365,922466,-898762,41220
-514850,-872775,-833281,-1037921,-495627
-129398,-659151,865402,-342472,533530
655274,-161976,85300,984801,110172
-407588,981631,-263869,802932,-399
-262603,311378,-334872,668537,751722
-1000503,-156447,915380,-777262,-984664
1043762,-676500,1045781,722219,-19600
-310972,-1036391,599407,-435963,-485488
-606691,956463,124270,-848369,846263
253759,696893,-1007717,374654,-569528
-261819,-286808,-787954,96713,615677
247682,152071,727949,-165275,958141
466717,551115,-536726,-984485,-1001831
-259487,596218,-291641,97528,428571
67154,354927,-399810,462089,-887065
131102,507226,-941799,-120880,509247
-58617,252403,-1042510,-406160,135139
-99723,678279,1031940,-629425,-34742
-689732,-643483,668486,-397872,-1024504
512741,-436839,-151274,865310,666066
-1011084,-498173,-885799,773781,571347
867197,-609067,-400953,132617,941177
-886725,774956,703639,-204204,271661
-433063,313275,-977063,-492082,857168
-1019768,1025548,722410,-197069,707690
-215769,-527683,557506,-862968,-900222
-486731,-609871,180370,-665533,167858
-851403,-1019894,104346,-986479,-147536
140563,-351417,727923,-463455,242610
-639906,-523951,1016941,-633716,704322
-130645,-887360,374124,-527372,543708
-407500,-934826,221013,-284574,361849
-471438,350607,-489416,863157,-971803
-691742,-407901,168762,-143098,660923
944941,690170,-708486,333464,591831
118571,582831,-611050,561736,-981119
-968720,587991,-726571,-159439,-1034815
-32543,-592752,523385,223160,-324006
-654112,667860,-434335,820973,63521
-526107,-387408,427557,336943,-811479
-385119,701626,75598,-471272,-668391
290822,-695245,-835088,-760622,-546292
-745510,450003,578695,-137572,-104874
-279736,845858,-226834,755153,261615
106318,-908025,-971128,210844,222275
-629424,-842765,-912025,-946362,-44335
-178825,328202,-614672,164521,-502402
-630762,938011,740232,-666537,-450042
990794,-189928,235557,-611068,33119
218167,37532,-208834,-323018,-343658
320517,55892,300283,16618,-1026383
-250489,-204386,-642565,-122574,173247
663549,-214326,134148,-259835,-747272
319371,916056,942893,-577313,741215
-205014,775602,391741,-25467,424255
115542,67963,459150,-1008369,-92007
-832490,718420,-673966,-627838,492932
59342,-1045708,-360724,-45556,-790475
358158,-389381,854857,-1031269,-56335
-59207,933317,-661105,-232899,216572
-685324,861962,585292,410614,941085
663454,685867,787453,-9891,794685
-467128,-928148,583347,593389,-501555
150699,-995816,-202168,451742,-795929
-380120,185423,365162,440794,-769567
-406699,-878164,-437102,-1007815,304032
-698862,-432921,-267032,70222,-877042
-701848,802287,1042373,-496063,-256387
278774,-777414,368724,-532454,-386125
196440,83814,579490,-1032694,-430607
-956911,927650,96016,-944936,894917
88485,659527,-514483,868456,342567
-110485,-984691,-377942,-956596,-822080
-399632,549680,-476279,110,-812751
640017,1022676,201656,1040855,652539
838856,-80875,440214,-580829,-22701
498103,-615472,-202949,-350842,-938889
-400162,-1014971,-573098,-116850,971563
-55560,-205403,92729,905712,612022
538509,876308,588993,-481457,35975
66267,-777510,424094,490341,-883307
629565,847962,-615429,588778,-5581
627486,-943119,-625804,473975,-494539
868627,-945303,-867891,857610,-209505
-902943,701534,841739,30547,-469890
-51554,-135649,594775,-5834,120232
1007995,425008,595867,-173832,154057
-10222,704022,-663241,-663825,-731747
-323877,87174,-922529,734625,-776576
465903,57190,983818,-3162,779234
643818,935919,-593274,74213,672385
